100000 100000
3 34305 2310
3 65302 30100
1 69855 39526
3 30030 86264
3 29627 40814
3 20815 76118
1 95495 14115
3 4290 77958
1 29109 3531
1 91925 37699
1 44854 25664
1 58316 99774
2 76911 56162
3 98312 78532
1 17430 94080
1 29839 12110
2 78460 64638
3 78836 43382
2 6190 41718
3 29671 33821
3 87217 75649
1 48745 22707
2 22544 47030
3 16817 58015
3 65871 86772
1 76412 83346
2 4999 61794
3 80805 18777
3 811 32470
2 49015 90866
2 20044 20477
2 12213 32507
3 9144 79278
2 92248 81399
2 79503 18063
2 65308 34076
3 69029 76684
2 72857 72325
2 66617 47760
3 39483 69916
1 47544 77037
3 82448 89408
1 55721 22151
2 58674 72580
2 11706 34455
3 51721 27343
2 57760 74503
1 59574 39529
3 2325 75484
3 84638 46381
1 33446 55279
3 93986 16500
3 19647 51249
1 2303 72533
2 2907 12088
1 47674 74792
3 85113 31639
3 77737 91237
2 55489 36899
1 7942 3006
2 66464 71591
1 64053 28127
1 72232 11641
1 76958 52612
1 81388 49618
2 14880 25077
3 33332 17730
3 48524 80335
3 27519 49867
1 23631 78929
1 2451 45670
2 86301 70071
2 1130 1743
2 84696 56973
1 56703 72170
2 56063 49708
2 66814 35546
2 71966 77702
3 14529 44797
2 86077 32947
2 93571 51206
2 15429 1455
1 14593 77915
1 46444 68398
2 56637 47436
2 66128 14523
2 56597 69770
2 18243 43400
3 70543 60456
1 70647 73444
1 41911 63795
2 93607 67196
1 21790 83923
3 60922 12604
3 38922 41633
1 30868 43168
1 70247 85832
1 55567 92954
2 94424 85095
2 85069 53080
1 47356 29764
1 23931 73478
3 27641 48328
3 74574 7112
1 16117 98658
2 95761 56559
1 86959 52748
1 73996 7161
2 22559 4976
3 64994 56222
1 48593 29705
1 14411 17040
2 30850 32964
2 33957 69840
2 25810 58191
2 54954 1616
2 59410 86689
2 7140 67219
1 67461 16711
1 67712 10298
2 99090 98892
1 36136 93302
2 97062 94479
2 29361 8462
1 41392 92596
2 72485 47870
1 35648 91078
2 85013 32567
3 75819 5871
2 38498 71387
3 78309 8069
1 89378 77738
2 70822 41566
1 63801 92421
1 81078 4279
2 49750 81578
2 46132 10539
3 37680 69730
2 85603 38348
1 7384 38195
1 603 31615
1 44617 54220
2 44765 5589
1 57988 33462
3 50712 12929
3 1389 17543
2 68301 32320
3 24366 15286
1 13272 24657
3 21850 80158
1 70734 69655
2 55223 93039
3 69197 10392
2 95741 23358
1 78264 65631
2 41719 94573
3 4024 51015
3 29477 22554
3 33294 38401
3 86282 63127
2 12276 29028
3 90679 49274
2 98507 83750
2 57119 24834
2 73943 36479
3 81513 67290
1 84149 89781
2 15977 1819
1 39246 60745
3 47556 34159
2 51102 41835
3 85513 61330
3 37020 15323
3 65296 30424
2 3121 28262
2 27584 86343
3 44555 87310
3 79264 18346
1 13369 40173
3 52970 61956
3 73435 30176
3 38955 32128
2 42916 66978
2 53542 76781
2 55396 99219
3 38306 20608
2 25284 89075
2 64981 58737
1 84261 9175
1 98464 45897
2 49148 60345
2 4448 87011
1 25375 19179
3 38059 94384
1 5830 15759
3 61589 76493
3 82345 34541
2 98415 32887
3 53159 22235
3 74919 17694
3 67346 5853
1 64323 52177
1 17837 60613
1 41979 39421
3 1124 10670
3 53610 71552
2 9344 27735
1 44425 13620
3 86387 96307
2 32514 11766
3 34127 72610
1 64960 91635
1 1508 15430
2 88491 47551
2 13606 60741
1 85111 3403
1 74992 53837
2 92475 86106
1 73452 18347
1 78615 95396
2 47488 20778
2 86667 97515
1 5490 5072
2 4197 42485
3 7973 38360
1 56425 51520
3 18668 25734
1 65919 16258
2 99111 3056
3 3952 83922
2 81539 97261
1 46340 18302
2 13418 66482
3 37102 97639
2 35828 15122
3 72778 72022
1 99389 22864
1 20652 75284
2 80009 20839
2 95127 22317
3 59209 50829
3 36538 60582
3 90772 40331
1 90650 89533
3 4432 85005
3 33258 39098
2 3501 71623
1 93377 55683
1 68463 16215
2 3559 96737
1 19237 78439
1 53465 38531
2 76380 38977
3 8185 19453
3 31909 43370
3 82869 2675
1 751 2714
3 7452 71261
3 71271 93767
2 19449 94172
3 98868 95996
1 18364 65462
3 26801 71570
1 50534 8388
1 74526 28586
2 25897 22253
2 1081 27914
1 85128 4117
1 86862 47655
2 91552 9576
1 65392 56240
2 33887 24475
2 55080 19897
1 71594 38308
3 74331 94200
2 22238 30690
1 30246 2788
3 48349 8569
3 86619 42342
3 48424 4256
2 62641 6233
1 80906 7966
1 57695 3220
2 78518 33916
2 94858 36345
3 45944 34099
2 45568 35464
1 88953 72564
3 36360 25856
2 33933 57629
1 3865 45239
2 66037 24135
1 28448 92121
1 17135 70800
1 80659 90478
1 26385 30973
1 72530 70381
1 33624 48965
1 57096 94824
2 82592 21157
1 68845 16024
2 61449 45119
2 63164 92642
1 1940 71780
3 31700 58013
2 49643 25662
3 18138 43493
2 15879 4547
3 51803 55861
3 13986 59315
2 84308 44245
3 21429 83469
3 28423 95513
2 7283 92321
2 98231 20948
2 72829 49856
1 78474 78025
1 39552 36845
2 24596 34083
2 26445 23656
1 69081 82539
1 22660 34309
2 83163 53616
2 57871 72258
2 74803 32701
2 23926 69115
1 59949 91457
2 68465 84220
2 79074 8328
1 19457 60622
2 81859 76233
3 66721 95048
3 18793 1860
3 75714 47990
1 98741 25028
2 39713 51143
3 9668 41765
2 62946 27050
2 31186 50956
1 40722 5121
1 22774 1763
1 231 18192
2 72865 30595
3 12780 3084
1 46755 12470
2 69009 91678
1 19876 53510
1 41324 64458
2 87053 12179
1 90858 7510
2 72583 60436
3 28654 32931
2 98253 67339
3 62166 9209
3 6795 86816
2 41138 8556
1 69979 64866
1 2087 61548
2 76327 59031
3 54359 86287
3 57775 51732
3 85423 74316
3 3112 95821
3 25047 62535
2 67086 7140
1 68279 17156
3 90760 93194
3 75276 78105
1 34589 45379
3 16241 57295
3 96333 26952
2 23434 49176
3 13958 48866
3 78938 77205
3 30692 1765
2 48583 53415
1 1168 26588
1 55474 42089
1 72453 90389
3 79351 4396
1 53821 17894
3 48747 8349
3 4853 49299
2 61343 25734
3 32999 57545
3 49210 34920
3 22294 54796
2 52289 82642
2 45581 86446
2 18528 43035
3 33698 27587
3 21813 17754
1 27663 1728
2 32479 56565
2 76919 3966
3 44808 52378
2 40554 5332
1 15978 47142
2 53539 59560
2 43015 4513
1 38012 19107
3 28565 86945
3 34085 76779
2 49890 16268
1 40137 95907
1 18523 2849
2 94884 72834
3 31045 14534
2 97419 40826
1 59242 98309
3 12130 50529
1 66107 5420
2 95367 15851
3 41497 4147
1 50012 10614
2 32107 92230
3 34980 9976
2 82020 65298
1 5324 36488
2 92845 67895
1 13375 24738
2 20176 66056
3 61372 35797
2 90154 71039
2 55150 62352
1 57819 3463
2 74605 72460
3 45795 95929
1 31349 9233
3 76036 36804
1 10261 16309
2 64141 64804
1 45893 65277
2 14176 77520
1 94136 6099
2 94186 98279
1 36234 95337
2 63404 39336
2 3746 35684
3 90428 1258
1 85236 28945
3 30738 15907
2 20164 21148
3 40421 90565
2 84696 85780
2 66716 14165
3 86876 90551
3 87780 30139
1 98604 34591
1 27554 57076
2 93874 77499
2 47041 15815
3 51882 59244
1 36062 72655
1 79370 74947
3 79949 60731
2 95990 70150
2 62856 99548
1 91804 55328
1 16485 94110
2 79825 24366
3 16780 42016
1 50166 47773
1 62755 18832
3 77372 44354
1 48322 34408
3 17302 50231
1 16013 57071
3 89911 1901
2 26097 15909
2 20732 25253
1 39387 65097
2 38152 57550
1 22679 82285
3 81514 99307
3 97445 54582
1 86756 57031
2 23768 11034
2 17990 40896
3 22142 4968
3 54503 85120
3 93232 63039
3 90662 49592
1 19216 26203
3 45568 81645
1 70734 2179
1 29375 79585
2 90868 4076
2 46961 88371
2 99949 64766
3 61881 1612
1 97196 27568
1 62498 29929
2 64157 63871
2 77647 91433
1 6702 22003
2 26205 64169
2 5047 83803
2 44329 51029
1 19306 63537
1 52775 74712
3 87197 71600
2 94939 86539
2 14206 35280
3 2687 20398
1 8310 19647
1 62811 94596
3 72567 79344
1 83927 14838
2 52816 36500
1 24351 39362
1 64130 12142
2 78880 35028
2 8653 70592
2 98026 25802
3 52772 14718
1 30878 42409
2 62070 62378
2 63187 8527
1 8867 70032
3 22634 39640
3 20000 66298
2 77670 34071
1 12577 50908
3 67211 1905
3 27652 56265
1 555 15255
3 57012 73575
1 71578 12611
2 45555 94945
2 42327 47364
2 69538 66977
1 25920 46313
3 17636 31107
2 31200 21494
3 91352 16577
2 85561 64775
3 76312 74833
3 72137 54240
1 15363 38550
1 73185 60233
1 77687 68141
1 52645 86076
3 96556 57529
2 12153 18361
2 70855 68334
1 4071 51648
2 13730 56505
3 81972 21024
3 94650 31711
2 67603 37798
2 67218 85287
2 41426 1161
3 82731 79390
1 22860 17876
2 16921 43812
3 69484 64106
3 10266 28754
1 56057 39972
2 53595 29780
1 66760 8058
2 76844 87825
2 55739 44181
2 70469 88959
3 64355 82774
2 11874 86717
3 54488 2792
1 39139 68215
3 28774 66155
1 85989 12669
2 6321 5522
3 91541 39515
2 86462 79669
1 39569 75618
2 71667 49376
1 38326 80600
1 47321 70674
3 6463 87665
3 78314 65341
2 24520 44437
3 88801 68168
2 24638 21648
1 71618 69905
3 95477 78469
2 24806 86171
3 75621 98123
3 49626 31921
3 13924 15175
3 55731 21693
2 98810 3082
2 46419 67432
2 15478 75164
3 75317 77837
2 79531 12194
1 31209 37324
3 40041 56895
3 43518 84584
2 48675 56672
1 36269 99973
3 23823 26809
1 43226 80141
1 67354 77836
2 59066 84102
2 19344 98937
1 15330 5939
2 80570 4032
1 23558 62450
2 41675 5785
2 74061 40918
2 87123 45449
1 36713 62255
1 2325 13824
1 33636 76115
1 54280 33651
3 77171 34813
2 79193 36408
1 14818 59832
2 74584 44366
1 39396 29150
1 41939 49563
1 97042 7957
1 10470 36937
1 80858 34305
1 35152 31415
1 78522 69478
3 57961 38636
2 54998 15666
1 34534 14391
2 77969 51231
2 1297 34186
1 42468 75417
2 89707 13080
2 56928 63891
3 25636 53559
2 66434 47546
3 24367 79669
2 80125 36487
3 49111 5804
1 23509 12902
2 37021 97489
2 44460 30960
1 73013 13066
3 99052 11240
2 26038 38441
3 98056 39828
3 98577 23126
2 97021 15330
3 11592 26592
1 25937 17902
1 16124 71769
3 40664 60038
1 35630 30998
1 80956 70185
2 73973 62210
2 50680 51573
2 38169 18922
2 8452 68639
1 84113 28050
1 90000 83124
3 38970 37286
3 26653 28484
1 47843 83750
1 68164 65694
2 3714 98035
3 75595 40993
2 71633 68844
2 25497 55471
2 89480 91321
3 74478 66129
3 16009 4134
3 8997 40094
1 49542 219
3 75806 85234
1 88692 23229
1 22420 77619
3 10713 91658
3 45562 3574
1 85614 66223
1 30915 70220
2 38269 88791
1 87738 16262
3 88869 77146
1 15753 56777
2 83882 14731
3 40656 52374
3 5005 18330
2 40602 88189
2 72182 8008
1 39417 50654
3 32791 11494
2 264 96482
1 90212 84425
3 98847 14341
2 36601 36394
2 68237 65235
2 6443 63315
3 86032 4416
2 87808 88974
1 98444 71110
3 89481 1465
3 27603 55506
2 77053 15662
2 99224 18278
2 69964 97190
3 60452 60824
3 90261 54923
1 93954 75940
1 82175 45187
2 13179 62102
3 79922 63472
3 46686 75259
3 30201 28700
2 63241 94062
1 98477 74230
2 81066 18395
3 89421 14213
2 47824 14357
1 90001 98973
1 40791 70784
3 53939 81636
2 38497 21107
3 78052 6175
3 43743 92407
3 18955 61406
2 58099 52531
2 10316 56418
3 18839 98590
3 27911 6724
3 92085 19975
1 35577 78800
3 5915 56826
1 29453 91038
1 38513 12345
2 18220 20806
2 5999 19448
1 97256 47755
1 38922 10028
3 97520 29120
1 87499 61793
3 82179 41600
2 84305 38829
3 74783 26673
2 16219 45988
2 23809 71969
1 22175 1995
1 82877 9834
1 78740 57814
2 57782 91734
1 15289 66642
3 25451 7987
3 51122 51147
3 6576 73806
2 71919 4859
3 44118 28070
3 40192 88095
3 74607 92811
3 2121 18909
2 97823 25545
1 13446 55783
2 16837 19444
3 2830 29449
1 49538 18951
3 26842 16707
2 17020 86213
2 11201 35271
1 13963 31723
2 4881 59796
3 75425 53870
2 91437 30084
1 62315 33049
1 79207 22212
1 4266 82795
2 35927 39040
2 58247 63868
3 98103 57111
3 78908 37094
2 23313 219
2 99847 65009
2 60788 84835
2 55759 69425
2 23564 88498
1 52617 41715
1 17195 65569
1 89907 86290
3 56708 38170
3 69678 27689
2 69223 52876
1 34205 63927
1 39882 15585
1 92362 5586
2 31293 91025
1 57187 93325
1 9715 57533
3 82499 85254
1 34113 12727
3 88231 33247
1 66482 17112
1 80721 38214
2 99901 58222
1 91810 90595
1 74977 91837
1 7987 80055
3 99099 24571
2 51872 66672
3 63753 44518
1 39074 23513
3 95586 27771
3 8774 92006
2 42069 78981
2 11542 31761
2 82914 65025
3 49125 61998
3 53912 1723
2 37735 12758
3 4765 72327
1 75934 80750
3 88000 41443
2 6346 28963
1 79582 64290
2 95857 94890
3 2018 52130
1 94985 68334
1 31877 12133
1 91028 81874
3 20160 92548
3 12159 67542
1 12219 99101
2 35448 63792
1 63510 82507
3 68618 3210
2 80770 12957
2 35223 38278
3 37464 81770
1 32520 75677
1 15247 43548
3 90422 17483
3 33625 728
2 49396 94745
3 97547 93749
2 34321 56900
3 13902 47594
2 83483 81692
1 99995 46685
1 77906 43698
3 45369 71422
2 68410 29240
1 98520 11396
2 78642 77748
1 69977 32704
3 74266 1287
3 61008 25283
1 75409 68708
3 90179 99543
1 36529 48488
2 23036 85169
1 38388 61124
1 67549 32762
3 65991 78174
3 65076 85809
2 23692 40483
3 76936 46063
1 96489 63961
1 45758 57112
1 75276 12223
3 10694 67468
1 29261 1471
1 35549 44864
2 31806 8194
1 22888 35498
2 54208 55008
3 41591 84301
3 37547 65045
3 10944 90205
1 66329 65410
1 60349 57214
2 10789 39131
2 25672 27693
3 76239 79345
1 66720 185
2 30379 24888
1 83464 36392
3 42382 68268
1 78146 86239
3 42140 7591
3 7886 88979
1 61892 51349
3 55051 5643
1 48086 92009
3 47158 22940
2 42170 3531
3 88539 76181
3 81153 1159
2 97212 3476
2 65843 45794
2 3476 85073
2 15527 25646
2 12960 58927
3 79507 88721
3 88777 80244
2 76823 21825
3 90725 16479
2 33428 65450
1 39522 71214
2 21512 31395
2 12333 41192
2 23272 9753
3 98238 58457
2 49898 79449
3 44416 62078
3 67298 67929
1 5330 93245
1 98881 59432
3 23753 59428
3 70132 31556
2 93081 129
1 91082 49670
3 94720 62224
2 57114 65355
3 27599 51765
1 13167 60589
2 86977 13736
2 97931 50308
2 79621 59216
2 90325 72457
3 58421 83921
1 55933 9841
1 35462 74912
2 8154 80859
1 94141 81505
2 39845 18443
1 37188 28313
1 42891 77187
2 83098 77785
1 3865 98883
2 44215 27107
3 24758 53532
2 92536 89540
2 36853 56228
1 94835 17574
1 98372 20139
1 25389 64684
2 48929 69953
1 75479 3075
1 79705 49434
3 16294 31161
2 68117 12096
1 13402 24390
3 94349 96755
2 56845 84752
1 26362 98508
1 20607 79015
2 99618 2118
3 90858 77542
1 33729 74792
1 47830 9244
1 25619 16966
2 24383 5700
2 72985 58003
1 78510 29436
2 85511 34454
3 12276 10005
3 24314 87369
2 57951 45697
1 87404 75548
1 82266 62609
1 97583 26786
2 11817 50694
2 30283 34952
3 44867 11598
1 55121 48443
3 86670 23961
1 68060 79576
2 19738 26522
3 16564 40177
1 16327 220
1 67904 83731
1 74694 17890
2 81579 60054
1 94964 85321
2 74690 32451
1 1433 48474
1 71325 15264
3 59604 11168
1 28856 1578
1 27665 19977
3 66867 33612
1 81523 70594
1 77148 39745
3 45710 4154
3 30502 14940
1 62521 66379
1 17812 10038
2 37493 35067
2 74380 94401
2 19438 33271
1 83565 82154
2 72213 97423
1 68513 43424
1 79627 27183
2 39608 37001
2 48358 93382
1 88422 10967
3 44869 74232
1 15331 87949
3 2249 43768
1 72765 51391
1 43557 57104
1 22992 95888
2 23490 50622
3 10869 41923
1 70263 93810
2 95634 56702
1 31893 4011
2 58555 84978
1 48603 47165
3 8171 56495
3 69684 99570
1 2034 95304
2 26860 22719
1 74193 79575
2 47953 67416
2 43323 1440
3 24603 6819
1 18423 86443
1 70316 74650
2 32388 67747
3 54725 13412
1 63713 71251
1 87478 47597
1 85690 64929
2 98123 1185
1 93379 44967
3 36840 86041
3 38262 70579
2 34580 46439
2 74497 42835
2 9165 46604
3 65805 73024
3 88187 65935
3 96159 92836
2 83531 86375
2 71791 27194
2 2779 85786
3 88076 76920
3 61728 12254
2 26657 14851
3 69221 87505
3 72924 51632
1 72039 48765
1 9321 22141
2 16868 85953
3 70534 62611
1 14959 6371
3 62593 5535
1 26524 87978
2 13690 75796
2 57107 93437
3 24315 28084
2 79997 71565
1 72215 18160
3 9163 82361
1 14224 2392
1 96123 66501
3 63739 32858
3 94174 51848
2 29518 73559
3 71909 90292
1 2812 97995
2 53994 60333
3 9226 51382
1 31750 51736
1 57317 43453
2 50316 86796
2 22461 13610
1 37770 45720
1 58585 33275
3 45830 93689
2 78150 63911
3 91374 81876
2 92331 45464
1 78331 12304
3 33263 78377
3 45978 25606
2 22050 84858
3 65088 4754
1 35298 27612
3 1148 52854
1 47366 95474
3 35538 8400
3 72726 61119
2 90680 11624
2 38778 28484
2 60068 91337
2 47134 38480
1 75416 67425
3 12589 96828
1 5391 81771
2 49672 92027
2 80935 49095
1 36051 80857
2 85122 3056
1 63552 26355
3 76198 70932
1 43225 35860
1 71402 87936
2 29841 68518
1 17072 11472
1 49253 77968
3 32722 58870
2 83119 23916
1 38826 51571
2 19404 36299
3 52484 81160
3 84973 30627
3 64150 82073
2 45858 14308
1 56811 69018
3 83018 9109
1 1120 90934
3 98501 46943
1 77900 36869
1 13964 26303
1 21063 60924
3 91625 61665
1 97237 88098
2 65642 17336
1 62250 85243
3 72205 57952
3 24316 45874
2 89495 82170
1 52259 27428
1 66939 52681
2 81956 51027
3 61429 27915
3 25261 4999
2 7121 62037
1 67864 91977
2 77641 81548
1 39532 12488
1 66777 45399
3 33182 7539
1 98422 26523
3 31503 49296
1 79441 20523
2 13193 64228
2 99128 31291
2 91778 45780
1 90848 37849
1 85419 8162
2 12188 34522
2 44283 29366
1 42139 91517
1 89984 14408
3 44292 96798
2 30024 12657
1 67291 19142
3 52355 63365
1 30472 76327
1 99615 42765
2 48843 80924
3 80359 27
3 40337 31877
2 55494 58069
3 4987 77766
1 73054 98382
3 40452 84463
1 69871 42023
2 90249 85241
2 53157 70330
1 85896 96070
3 41662 75884
1 3925 36789
1 46184 18961
1 77685 24771
2 97369 44942
2 41639 44938
1 37992 86080
2 47408 26950
1 7462 12617
1 74709 18575
1 19792 90311
3 29996 7784
3 70411 44679
3 4909 27901
3 60432 61964
1 66247 23178
1 64330 27004
1 70036 22974
1 9978 19964
2 10396 46001
3 16628 59814
2 98673 85442
1 48474 37978
2 26648 38131
3 83491 86062
3 52981 86335
1 31930 93878
1 65744 15725
3 10361 83199
2 35279 81287
3 69188 4577
3 26374 46325
2 59923 62149
2 222 30672
3 85129 60681
2 65390 4689
2 46669 90289
3 48579 22102
3 56010 76078
1 14981 69157
3 3468 12928
2 96982 48444
3 28053 1051
1 4119 16455
3 71427 36230
1 55021 5223
3 89506 99992
2 86327 21691
1 81954 91172
1 58464 87783
2 66255 58435
3 8456 70989
3 38775 92423
2 78284 5848
3 25645 76650
3 81969 36724
3 37042 83322
3 83526 80651
3 12481 50034
1 56359 47342
2 29053 8543
3 14529 6376
2 63451 2181
1 4884 46883
3 48307 24558
1 20015 5787
3 44020 58877
2 2687 53072
3 70973 2981
1 30150 52694
3 77802 77970
3 79969 91733
3 41006 4647
3 62708 98176
3 24816 64420
3 54514 70740
2 42513 40533
3 74920 34156
3 49534 57285
2 50809 89810
2 49096 37547
1 75104 18975
3 99578 98867
2 25352 34625
3 37697 75784
3 36477 26791
2 94067 47899
3 68167 42342
1 76951 44901
3 44975 63398
1 76520 52833
1 17171 38266
3 3143 61595
2 80618 74597
3 37876 75545
3 75691 16090
2 36408 35175
1 39993 97875
3 82017 18344
3 16866 49972
3 92430 73933
1 97697 23309
1 88415 55812
2 1560 20431
1 65440 57848
2 31949 51378
3 28793 91189
2 23354 2063
3 33782 20574
2 4078 36628
1 61946 56770
3 68023 67852
1 841 72645
1 84519 91449
1 10930 12280
3 39450 62371
2 67886 21848
2 51518 33422
1 8159 18916
2 13123 23914
2 83192 56023
1 6597 25661
2 46323 49022
1 88332 10211
3 27833 40281
2 62736 89007
3 39997 60183
3 55291 47071
1 55559 67512
2 81034 79169
2 78598 80952
1 51718 92361
1 26270 64462
3 33617 34618
1 4240 53106
1 26607 30367
3 95955 13795
3 7448 20530
1 86565 77674
3 6450 84019
3 78873 56349
3 1994 1638
1 56705 33205
3 75262 79155
1 76312 3562
2 35911 17406
2 92090 44926
3 40087 59620
1 31100 57146
2 91631 54168
2 88282 83192
3 93388 76662
2 17018 52236
2 93914 51495
2 93248 33503
2 55487 41692
3 6808 8840
1 73704 7858
3 6664 81689
3 81980 90340
3 3621 32740
1 36941 77943
3 85630 43964
2 32849 66964
1 6702 22571
3 84577 57430
3 35637 53360
3 69032 60922
1 49185 71795
2 62475 84548
3 60178 25636
1 35915 74690
2 62052 88664
1 60861 54174
2 7118 81636
3 62138 16821
2 27385 12278
1 47792 81083
2 18517 39420
1 17440 4221
1 70923 86436
1 63258 35831
3 92967 6191
2 25786 99553
2 42434 77682
1 16390 3563
2 63060 43427
1 70397 82471
3 47774 58239
3 77792 6803
2 22739 27870
2 52337 63741
1 564 66237
3 19584 52733
2 15980 532
1 67158 58112
1 23287 40477
2 39088 74720
1 74573 93657
2 15562 49510
3 43479 59457
3 48004 20241
1 96855 46986
3 59327 42881
1 42432 33977
2 6348 49859
2 78607 81460
3 46839 66152
1 59876 29493
3 26320 21647
3 99633 79151
3 1275 53684
3 97241 59754
2 34809 70059
3 91818 299
1 67961 14884
3 92172 86907
2 76822 7067
1 77914 38078
2 83638 51098
2 34251 71130
1 45088 22505
1 25294 85928
1 6910 53039
2 89259 23701
3 96372 80673
3 38396 93360
1 56625 10643
2 54126 31806
2 64481 3257
1 62846 55965
3 78726 44516
2 71888 51549
3 20774 50052
2 72480 21860
1 62237 81089
2 81991 96615
3 1190 45625
3 26556 41586
1 3560 62323
1 81451 53749
3 45453 50860
3 46410 26687
2 74941 90915
3 93890 61370
2 51073 9617
3 20638 61423
1 93580 67001
3 67372 40138
3 64727 70770
3 78349 54031
2 79771 14824
1 90863 73262
3 49330 52668
3 53619 78237
3 76061 13168
2 25337 81218
3 68531 4058
2 93082 31139
3 66528 40604
1 35906 29887
2 70461 92211
3 77998 6415
3 26028 32348
2 89769 4714
1 48951 98291
2 2397 572
2 60296 18669
2 64536 97632
2 25587 80490
1 99491 36897
2 81747 3079
3 65127 92023
3 85660 8665
3 96375 51321
1 21848 65003
2 62142 12743
2 69648 63336
3 3325 93112
1 72201 73686
3 97445 10047
1 42103 54994
1 16135 48732
2 13847 51444
3 86631 11895
1 78673 16845
1 88434 5451
3 11436 55250
3 27572 9696
2 49071 79600
2 60393 58956
2 48887 2582
2 71977 11417
3 38367 52793
3 90472 32340
1 5239 74854
3 74049 96328
3 47701 39779
1 65731 6755
1 14768 38249
3 56093 25107
1 32738 43615
2 38948 49212
2 57879 72254
2 75852 57871
3 39675 60881
2 37499 88072
1 64154 62302
3 21010 19819
3 6829 33836
1 96426 22041
1 25996 84856
2 26341 28868
1 23780 43230
1 49444 94651
3 71050 89457
2 81748 48331
1 27003 47458
2 42861 79693
1 68951 28070
2 78451 69383
1 91024 73249
2 67311 97472
2 71380 32371
3 44145 57105
2 8600 91003
3 17259 81796
1 52361 43436
3 13544 18308
2 79911 44824
2 96517 57726
1 27951 31586
2 42870 35820
2 95130 46960
3 17287 64442
1 19151 77103
1 84986 34423
2 59211 12849
2 48087 94688
2 594 77314
3 29049 64309
3 4958 2777
